full_date,date,weekday,time,mood,activities,note_title,note
2020-08-15,Aug 15,Saturday,7:35 PM,okay,friends | reading | gaming | home | chest / core | run | mountain dew,"","Dew delivery, chick fil a, Star Wars VI"
2020-08-14,Aug 14,Friday,8:09 PM,okay,family | reading | gaming | home | chest / core | mountain dew,"","Mountain Dew shipment from Jude, had Spark Dew, Among us with Kyla’s friends, started reading ninth house"
2020-08-13,Aug 13,Thursday,7:03 AM,okay,family | friends | reading | gaming | home | chest / core,"","Beach for a little, finished Let It Snow, Stupid Blazers beat the Nets"
2020-08-12,Aug 12,Wednesday,8:46 PM,okay,family | friends | reading | gaming | home | chest / core | run | mountain dew,"","Morning run, reading Let it Snow, Among Us with Kyla’s friends "
2020-08-11,Aug 11,Tuesday,8:27 PM,okay,friends | reading | gaming | home | chest / core,"","Galaxy Opal Yao Ming, Jude and I imposter dub"
2020-08-10,Aug 10,Monday,8:32 PM,okay,family | friends | reading | gaming | home | hip strengthen  | chest / core | run | mountain dew,"","4 minute run, drinking course, going to try working out and showering in morning "
2020-08-09,Aug 9,Sunday,8:23 PM,okay,friends | reading | gaming | home | church,"","Finished In All the Bright Places, hated playing rigged 2k, a little sleep deprived "
2020-08-08,Aug 8,Saturday,10:36 PM,good,friends | reading | gaming | home | chest / core | mountain dew,"","Best basketball day ever, Dame Time, Nuggets vs Jazz, Bucks vs Mavericks Luka type, Among us “Group Kill”"
2020-08-07,Aug 7,Friday,10:51 PM,good,friends | reading | gaming | home | biking | chest / core,"","Bike ride limited, talked to Marquette about Calculus, haircut, Among Us Hype Game: Got seen vent by Joey and blamed it on him and won"
2020-08-06,Aug 6,Thursday,9:02 PM,okay,family | friends | reading | gaming | computer breaks | home | chest / core,"","Doctors appointment, Hair medication, Caitlin saying she forgives someone in status, Kyan grounded, snapper jacks, helped Kyla get Cameron’s 2k daily check in"
2020-08-05,Aug 5,Wednesday,9:38 PM,okay,friends | reading | gaming | home | chest / core,"","Knee pain, more Among Us, Subway, “The city of Chicago can suck Jessie Smullott’s 12 inch subway sandwich”"
2020-08-04,Aug 4,Tuesday,10:19 PM,good,friends | reading | gaming | home | chest / core | mountain dew,"","Mavericks vs Kings Luka hype gang, chug zero sugar because Bucks lost, walk with my Mom thinks the girl I liked was Asian, Among Us with the boys "
2020-08-03,Aug 3,Monday,8:19 PM,okay,friends | reading | gaming | squats | computer breaks | home | biking | chest / core,"","Finished 1984, Jude and Cameron vc, thinking about the status for some reason"
2020-08-02,Aug 2,Sunday,9:23 PM,okay,family | friends | reading | gaming | computer breaks | home | church,"","Aunts came over and took Katie, Bucks and Mavericks lost, Caitlins status’s were about me"
2020-08-01,Aug 1,Saturday,8:21 PM,okay,family | friends | reading | gaming | computer breaks | home | chest / core | mountain dew,"","2K online triple threat fun, Clippers own Pelicans, cooler than Kyan"
2020-07-31,Jul 31,Friday,9:32 PM,okay,family | friends | reading | gaming | squats | home | biking | chest / core,"","NBA 2k Opal Packs, watched Bucks and Mavericks games, ice cream at fosters, I have a lot of entertainment "
2020-07-30,Jul 30,Thursday,9:38 PM,okay,family | friends | reading | gaming | computer breaks | home | chest / core | mountain dew,"","Status from Take my Advice then response by Caitlin: “I find it funny you miss me more than you could ever love me”, PT, start of NBA season "
2020-07-29,Jul 29,Wednesday,9:21 PM,okay,family | reading | gaming | home | hip strengthen  | biking | chest / core | ultimate frisbee,"","Early morning bike ride, Mock Draft results spreadsheet, external hard drive, watched Star Wars V"
2020-07-28,Jul 28,Tuesday,9:29 PM,okay,family | friends | reading | gaming | computer breaks | home | chest / core,"","Woke up at 6:30, mock draft spreadsheet, Brianna’s birthday, asked Kaitlin if she still wanted to talk, shopped for Mom, watched Star Wars New Hope"
2020-07-27,Jul 27,Monday,10:27 PM,okay,family | friends | reading | gaming | squats | computer breaks | home | chest / core | mountain dew,"","Jude leaving, back to the normal routine, reading 1984, watched To All the Boys..., message to Kaitlin about continuing to snap, Cait gave Kyan the uke (jeong)"
2020-07-26,Jul 26,Sunday,10:19 PM,good,friends | reading | gaming | computer breaks | home | church | mountain dew,"","Beach with Jude Kaitlin Kyan Yvonne, water cold, volleyball, In-N-Out, Southern Shock Dew, Jude and Kyan acting like an actual couple"
2020-07-25,Jul 25,Saturday,10:51 PM,good,friends | reading | gaming | computer breaks | home | chest / core | mountain dew,"","Basketball with Jude Huy Dakota Chen, Maui Bursts, NBA2K T-Mac, read some 1984"
2020-07-24,Jul 24,Friday,10:54 PM,good,friends | gaming | computer breaks | home | hip strengthen  | chest / core | mountain dew,"","Laurus College, face lotion, pizza and cookies with Jude Audrey Makena, Park with Jude Kyan, cyclone Mountain Dew, Caitlin calling out Kyan for liking Jude"
2020-07-23,Jul 23,Thursday,11:23 PM,good,friends | movie | gaming | computer breaks | home | biking | chest / core | mountain dew,"","Bike ride to hood, watched Kingsman, Mexican restraunt"
2020-07-22,Jul 22,Wednesday,11:34 PM,okay,friends | gaming | computer breaks | home | chest / core | mountain dew,"","Park with Jude,Kyan,Kaitlin,Yvonne, sun screen oopsie, idk how I feel about Kaitlin, trying to fix Caitlins friendships"
2020-07-21,Jul 21,Tuesday,10:50 PM,good,friends | gaming | home | chest / core | mountain dew,"","In-N-Out and dollar general, sun glasses, first time talking to roommate, Dew floats, good mood at night "
2020-07-20,Jul 20,Monday,9:33 PM,okay,friends | gaming | squats | home | biking | chest / core | mountain dew,"","Bike ride with Jude, Star Wars III, got ice cream, Jude FaceTime with Kyan"
2020-07-19,Jul 19,Sunday,10:44 PM,good,friends | reading | gaming | computer breaks | home | ultimate frisbee | church | mountain dew,"","Chill day at house, finished Always and Forever, Chen,Huy,Jude beach frisbee, online Catholic Church with Jude, beach day with girls canceled"
2020-07-18,Jul 18,Saturday,11:58 PM,okay,friends | reading | gaming | home | chest / core | mountain dew,"","Dew run in Port Hueneme, Kaitlin cuttie comment, ping pong with Jude"
2020-07-17,Jul 17,Friday,10:47 PM,rad,friends | reading | gaming | computer breaks | home | chest / core,"","Joeys house pool party with basketball, snapping Kaitlin and Kyan about beach day"
2020-07-16,Jul 16,Thursday,10:19 PM,good,friends | reading | gaming | home | biking | chest / core | mountain dew,"","Picking Jude up at airport, went to Kyan’s house then Kwast’s, boba, "
2020-07-15,Jul 15,Wednesday,10:04 PM,okay,family | friends | reading | gaming | computer breaks | home | hip strengthen  | biking | chest / core,"","Morning bike rides are the best, finished PS I love you, went to school to get new diploma and drop off library books, studying for route to LaX"
2020-07-14,Jul 14,Tuesday,9:17 PM,okay,friends | reading | gaming | cleaning | computer breaks | home | chest / core,"","Reading P.S I love you, watched Marquette basketball game, cleaned air pods, Laurus College tour idea, Jude’s Dad calling my Dad"
2020-07-13,Jul 13,Monday,10:16 PM,okay,reading | gaming | squats | home | biking | chest / core,"","Weird kinda mood, got book 2 of TATBIL, Bill Burr videos, sitting around doing kinda nothing "
2020-07-12,Jul 12,Sunday,10:07 PM,okay,family | friends | reading | gaming | home,"","Finished To All The Boys I Loved, scheduled pool day, Trump pixel art"
2020-07-11,Jul 11,Saturday,11:52 PM,meh,family | friends | reading | gaming | home | chest / core | mountain dew,"","So bored today, reading To All The Boys..., family came back, parkour Saturday quit before finishing, feel that I’m being too serious"
2020-07-10,Jul 10,Friday,10:22 PM,okay,friends | reading | gaming | squats | computer breaks | home | biking | chest / core | mountain dew,"","Chipotle, The Scary Jokes Songs, are my interests more like girls, ice cream, watched Kingsman and Bill Burr"
2020-07-09,Jul 9,Thursday,10:29 PM,good,reading | gaming | coding  | computer breaks | home | chest / core,"","PT “less is more”, library got two books including To All the Boys I loved, AP results, really I got a 3 on Stats?!?! Whatever, Finished Where She Went"
2020-07-08,Jul 8,Wednesday,10:44 PM,okay,friends | reading | gaming | coding  | squats | computer breaks | home | biking | chest / core | mountain dew,"","No email from internship, blanket under the stars "
2020-07-07,Jul 7,Tuesday,10:15 PM,okay,friends | reading | gaming | coding  | Trash | home | chest / core,"","NBA 2k trying to get Curry, BarnesNOble and MCDonalds, one day away from finding about internship "
2020-07-06,Jul 6,Monday,8:55 PM,good,reading | coding  | computer breaks | home | hip strengthen  | biking | chest / core | mountain dew,"","Isolation day, NBA project, finished NBA history book, Marquette Dorms(Jonathan Yee is my roommate), started reading If I Stay"
2020-07-05,Jul 5,Sunday,8:17 PM,okay,friends | reading | coding  | squats | computer breaks | home | biking | chest / core | church,"","Recovery day, Kaitlin response, learned lesson on making dumb bets, mostly spent day by myself"
2020-07-04,Jul 4,Saturday,3:22 AM,okay,friends | reading | gaming | coding  | squats | Feed Cosmo | home | mountain dew,"","4th of July, NBA project idea, parkour Saturday taking all night, Kaitlin bet "
2020-07-03,Jul 3,Friday,11:24 PM,okay,family | friends | movie | reading | gaming | coding  | Feed Cosmo | home | hip strengthen  | chest / core | mountain dew,"","House to myself, lots of 2k, watched Yesterday, I just want someone to love "
2020-07-02,Jul 2,Thursday,10:12 PM,okay,family | friends | reading | gaming | coding  | squats | home | hip strengthen  | chest / core,"","Dentist, Kaitlin Sys B-day, why is she so cute, getting house to my own soon"
2020-07-01,Jul 1,Wednesday,10:09 PM,okay,friends | reading | gaming | coding  | squats | home | biking | chest / core,"","MonkaS about internship, Jude and Kyan weird champ, Phase 1-K initiate "
2020-06-30,Jun 30,Tuesday,10:33 PM,good,friends | reading | gaming | coding  | squats | home | hip strengthen  | chest / core | mountain dew,"","Really hype morning with 2k finally working and coding class, I told Kyan I have a little crush on Kaitlin "
2020-06-29,Jun 29,Monday,10:43 PM,okay,family | friends | movie | reading | coding  | squats | home | hip strengthen  | chest / core,"","Started new python class, talked to Trevor quite a bit, watched Catch Me if You Can, I might have a crush on Kaitlin "
2020-06-28,Jun 28,Sunday,8:06 PM,okay,family | friends | reading | gaming | coding  | squats | home | chest / core | church | no sugary treats,"","Recovery from staying up late, core feels strong, I’m really vulnerable to feelings and I’m pretty sure I’ll get rekt eventually, finished skill share python class, finished Court of Thorns and Roses, finished Catch me if you can "
2020-06-27,Jun 27,Saturday,1:58 AM,good,friends | reading | gaming | coding  | squats | home | hip strengthen  | chest / core | mountain dew,"","Drank Liberty Dew, texted Montijo, parkour Saturday with Jude"
2020-06-26,Jun 26,Friday,11:17 PM,okay,family | friends | reading | gaming | coding  | squats | home | hip strengthen  | chest / core,"","New laptop, talked with friends more than usual, Jude + Kyan like each other"
2020-06-25,Jun 25,Thursday,8:26 PM,good,friends | reading | gaming | coding  | squats | home | hip strengthen  | chest / core,"","PT, found Liberty Dew in Hueneme, played basketball, got excited about coding, we aren’t aiming for the truck 9/11"
2020-06-24,Jun 24,Wednesday,8:58 PM,okay,family | reading | coding  | squats | home | chest / core,"","Mainly worked on usual goals, Caitlin seemed to respond to my status by calling me a simp, working on spread sheet really fun "
2020-06-23,Jun 23,Tuesday,10:04 PM,okay,friends | reading | gaming | coding  | squats | home | hip strengthen  | chest / core | mountain dew,"","Went to library to pick up books, got basketball from Joey, played basketball, got Dew icee from Circle K, did job app for internship, finished Fault in Our Stars made me tear up, Donny Facebook group"
2020-06-22,Jun 22,Monday,10:39 PM,okay,family | friends | reading | coding  | squats | home | hip strengthen  | chest / core | mountain dew,"","Started reading fault in our stars (really good), had to throw ball with Katie, in morning got year book with Dad, new and improved Donny, snapping Kyan who is with Kaitlin and I am way to willing to start having a crush"
2020-06-21,Jun 21,Sunday,10:49 PM,meh,family | reading | coding  | squats | home | chest / core | church,"","Feeling tired, worked on spreadsheet, finished “One of us is lying”, fosters freeze and dry scalp, looking to go to library"
2020-06-20,Jun 20,Saturday,10:01 PM,okay,family | friends | reading | gaming | coding  | home | chest / core | mountain dew,"","Worked with Dad on spread sheet, went to Walmart and Target looking for Liberty Brew, started reading One of Us is Lying, wrote Father’s Day card really love my Dad"
2020-06-19,Jun 19,Friday,9:43 PM,good,family | friends | reading | coding  | home | hip strengthen  | chest / core | mountain dew,"","Went to dollar general, lunch at Waypoint parents Mr.Johnson and this Monta Vista teacher, spent a lot of time on stats project, Abundance of Catherine’s is very good"
2020-06-18,Jun 18,Thursday,9:53 PM,okay,family | friends | reading | coding  | home | hip strengthen  | chest / core,"","PT in morning working on getting ribs down, working on stats project again, call from internship, Caitlin attacking me personally on news discussion "
2020-06-17,Jun 17,Wednesday,9:13 PM,okay,family | reading | gaming | coding  | home | chest / core,"","Finished Blood of Olympus(sad it ended), got Larry Bird, missed call for  internship"
2020-06-16,Jun 16,Tuesday,10:38 PM,okay,family | friends | reading | gaming | coding  | home | hip strengthen  | chest / core,"","Way of least resistance, new coding program, accomplished all my daily goals, trying to improve life, possible internship with navy company "
2020-06-15,Jun 15,Monday,11:21 PM,okay,family | friends | reading | gaming | home | hip strengthen  | chest / core | mountain dew,"","Jude’s Birthday spent a lot of time with him, Cosmo might have cancer, thinking about Caitlin a little, watched inspirational YouTube video super motivated to do stuff, looking for internship maybe with Cameron’s Dads company "
2020-06-14,Jun 14,Sunday,11:07 PM,okay,family | friends | reading | gaming | home | chest / core | church | mountain dew,"","Vcs with Jude b-day tomorrow, alternate between 2k and reading(House of Hades), Church about God’s grace"
2020-06-13,Jun 13,Saturday,11:35 PM,okay,family | reading | gaming | home | chest / core | mountain dew,"","Hours on stats music project, got bored, alternate between 2k and reading(House of Hades), peak of my looks?"
2020-06-12,Jun 12,Friday,11:40 PM,okay,family | friends | reading | gaming | home | hip strengthen  | chest / core | mountain dew,"","PT appointment work on posture, drive by graduation, Panera for dinner, worked on stats project finished putting in all songs and working on bar codes"
2020-06-11,Jun 11,Thursday,10:58 PM,okay,family | reading | gaming | home | hip strengthen  | chest / core | run,"","Went to Kaiser got shot, ran 3 mins knees hurt, finished Mark of Athena, grinding 2k for Larry Bird, Entering Songs for Stats project "
2020-06-10,Jun 10,Wednesday,11:10 PM,okay,family | friends | reading | gaming | home | chest / core,"","Spark Day 2, feeling like an adult, Kyan’s Birthday, laptop can’t do gaming, turn anger into motivation, applied to more jobs"
2020-06-09,Jun 9,Tuesday,9:25 PM,okay,family | friends | reading | gaming | home | hip strengthen  | chest / core,"","Spark Day 1, registered for classes"
2020-06-08,Jun 8,Monday,10:19 PM,okay,family | friends | reading | gaming | home | hip strengthen  | biking | chest / core,"","Knee swollen day 2, laptop came but was faulty, finished Son of Neptune"
2020-06-07,Jun 7,Sunday,11:03 PM,okay,family | friends | reading | gaming | jackbox  | home | chest / core | church | mountain dew,"","Knee swelling up from bug bite?, Son of Neptune is so good, "
2020-06-06,Jun 6,Saturday,11:45 PM,good,family | friends | reading | gaming | home | chest / core | ultimate frisbee | mountain dew,"","Ultimate frisbee won both games, Chipotle and Walmart(4 Dew), finished the Lost Hero, Parkour Saturday(hardest map ever)"
2020-06-05,Jun 5,Friday,8:43 PM,okay,family | friends | reading | gaming | school | home | chest / core | ultimate frisbee,"","Walk with Mom talk about Uncle Steve alcoholic and my flaw is not expressing myself, last stats meeting, frisbee with Dad, knee hurt"
2020-06-04,Jun 4,Thursday,8:06 PM,okay,family | friends | reading | gaming | home | hip strengthen  | chest / core | run | mountain dew,"","Speed run, Read the Lost Hero, fell asleep early "
2020-06-03,Jun 3,Wednesday,9:35 PM,good,family | reading | home | chest / core | mountain dew,"","Graduation, time with aunt and uncle’s, finished last Percy Jackson book, I want to love someone"
2020-06-02,Jun 2,Tuesday,12:00 AM,okay,family | reading | gaming | school | home | hip strengthen  | chest / core | run | mountain dew,"","Haircut + shoes, blackout day on insta, finished battle of labyrinth and am half way through Last Olympian, it’s really sad I’m almost done with the book "
2020-06-01,Jun 1,Monday,11:30 PM,okay,family | friends | reading | gaming | school | home | hip strengthen  | biking | chest / core | mountain dew,"","Went with Mom to get shoes, reading lets me live in the fantasy, Overwatch with Zach and Cameron"
2020-05-31,May 31,Sunday,11:10 PM,okay,family | reading | gaming,"","Church service about gratefulness, finished 2nd Percy Jackson book 2/3 way done with 3rd, finished Limitless, kinda have a crush on Anabeth"
2020-05-30,May 30,Saturday,12:30 AM,good,family | friends | reading | gaming | chest / core | ultimate frisbee | mountain dew,"","Read a lot of Percy Jackson finished first book, frisbee with Dad, riots in LA, found old diary book"
2020-05-29,May 29,Friday,11:12 PM,okay,family | friends | reading | gaming | school | hip strengthen  | chest / core | run,"","Mrs.Thayer lunch, Riots about black guy dying, mystery packs 2k, talking to Jude about Kyan’s gift "
2020-05-28,May 28,Thursday,11:23 PM,okay,family | friends | reading | gaming | school | hip strengthen  | chest / core | mountain dew,"","Teacher gifts with Mom, Calc video, vc time with Jude Cameron Jacob, wish I had an Annabeth "
2020-05-27,May 27,Wednesday,11:46 PM,okay,reading | school | biking | chest / core,"","Mostly alone time reading/watching Netflix which are both pretty epic, spent long time in Stats meeting, worked on calc poster all morning "
2020-05-26,May 26,Tuesday,10:37 PM,okay,family | reading | gaming | school | hip strengthen  | biking | chest / core | mountain dew,"","Flying solo today, reading HP and found new Netflix show called Limitless, joked around with Caitlin a little on school server, plan is not being her back in my life "
2020-05-25,May 25,Monday,8:53 PM,okay,family | friends | reading | gaming | chest / core | ultimate frisbee,"","Lots of league, father son time playing frisbee and getting snapper jacks, decided not to play league 5v5, conflicted on whether to let Caitlin back into my life"
2020-05-24,May 24,Sunday,9:36 PM,okay,friends | gaming | hip strengthen  | biking | chest / core,"","Marquette forms, lots of league, little interaction with Caitlin, fell asleep at 7 randomly "
2020-05-23,May 23,Saturday,11:59 PM,okay,friends | gaming | hip strengthen  | biking | chest / core | ultimate frisbee | mountain dew,"","League 5v5 against Caitlin, won all 3 rekt her lane 10/0/7 and then she said Joey set everything up, frisbee alone at park, played league most of day "
2020-05-22,May 22,Friday,10:46 PM,good,family | friends | reading | gaming | school | hip strengthen  | chest / core | ultimate frisbee | mountain dew,"","Ap Stats test, stats call with Oxnard High School, ultimate frisbee with Dad, opal Issah Thomas"
2020-05-21,May 21,Thursday,11:41 PM,okay,family | friends | reading | gaming | school | chest / core | ultimate frisbee | run,"","Learned how to throw frisbee forehand, grinding AP stats, vcs with Cameron, tried running only went 1.25 miles, getting stronger "
2020-05-20,May 20,Wednesday,12:27 AM,good,family | friends | reading | gaming | school | chest / core,"","Galaxy opal Giannis, 2 hour stats call and mock test, talk with Huy, late night nostalgia and dancing to music "
2020-05-19,May 19,Tuesday,11:09 PM,okay,friends | reading | gaming | school | chest / core | run,"","Went on a run, unproductive, have I ever with Kyan, messages the I’m black thing "
2020-05-18,May 18,Monday,11:37 PM,okay,family | friends | reading | gaming | school | chest / core | ultimate frisbee,"","Stats meeting, productive day 3, frisbee with Dad and sister, GTA night w/ Cam and Jude, God should replace the void Caitlin left, I’m more to myself last couple days with being separated from Sophomores"
2020-05-17,May 17,Sunday,11:37 PM,good,family | friends | reading | gaming | chest / core | ultimate frisbee,"","Day 3 of being productive, church(charity), frisbee with Dad and sister at park, it’s a different kind of happy "
2020-05-16,May 16,Saturday,11:18 PM,good,family | friends | reading | gaming | dming caitlin | chest / core | ultimate frisbee,"","Another productive day, beach frisbee with Dad, Mountain Dew Violet, parkour Saturday Champion"
2020-05-15,May 15,Friday,11:17 PM,okay,friends | reading | gaming | school,"","Very productive day, cap and gown, mock stats Ap test, Jordan mindset, itching to play ultimate frisbee "
2020-05-14,May 14,Thursday,4:40 AM,okay,friends | gaming | school | dming caitlin,"","Joeys B-Day Drive by"
2020-05-13,May 13,Wednesday,12:46 AM,okay,family | friends | reading | gaming | school,"","Mostly just gaming, stats mock AP test, getting ready for Joeys b-day"
2020-05-12,May 12,Tuesday,12:45 AM,okay,friends | reading | gaming | school,"","Calc AB test, looking at Jude’s card, reconnect with Joey, I am taking the high ground "
2020-05-11,May 11,Monday,10:50 PM,bad,family | friends | reading | gaming | dming caitlin,"","Really good League games especially two with Brianna, AP Gov test, Me and Caitlin are done talking "
2020-05-10,May 10,Sunday,9:41 PM,meh,family | friends | gaming,"","Last day to study gov, Mother’s Day, snapping Kyan, Caitlin mad at me for something "
2020-05-09,May 9,Saturday,11:33 PM,good,friends | reading | gaming | dming caitlin,"","Mountain Dew deliveries, saw Caitlin 😳, ton of gov work, really good league games, 1 game with Brianna"
2020-05-08,May 8,Friday,11:46 PM,okay,friends | reading | gaming | school | dming caitlin,"","Lots of school work, first day not having feelings, not awkward with Brianna, getting better at League, parents getting pay cut"
2020-05-07,May 7,Thursday,9:48 AM,okay,friends | reading | gaming | school | dming caitlin,"","AP gov dump, not much Brianna, stats mock AP test, late night talking to Kyan and told Brianna I liked her "
2020-05-06,May 6,Wednesday,9:53 AM,okay,friends | reading | gaming | school | dming caitlin,"","Instagram dm Brianna, league of legends a lot w/ B, late night talk with Kyan"
2020-05-05,May 5,Tuesday,10:46 PM,okay,friends | reading | gaming | school | dming caitlin,"","Lots of school work, lots of League, Brianna joined in playing league, Ewing banter cyber bullying "
2020-05-04,May 4,Monday,12:20 AM,meh,friends | reading | gaming | school | dming caitlin,"","Dream about Brianna, did like no school work, league of legends, talked to Kyla,Caitlin, and Joey about Brianna"
2020-05-03,May 3,Sunday,7:35 PM,meh,family | friends | reading | gaming,"","Really tired, had to pick up Mom + Blenders, trash nap, I have to fucking fight back feelings again, everyone’s playing league now leaving me to do nothing "
2020-05-02,May 2,Saturday,3:32 AM,good,friends | gaming | dming caitlin,"","Parkour Saturday, biked to Caitlins house to give voltage, Gave Cameron pizza and Edison Dew, got Dewed up, won parkour map, Briana, late night talk to Jacob and Jude"
2020-05-01,May 1,Friday,9:56 PM,okay,friends | reading | gaming | school | dming caitlin,"","Senior gifts: donuts(Hanchey) and candy(Matts), Scorpy parade and Jones House, movie night which I ditched, feeling confused about feelings"
2020-04-30,Apr 30,Thursday,11:56 PM,good,friends | reading | gaming | school | dming caitlin,"","Getting to know Briana more 2 hour talk, Marquette Data Science chat, Dewed up “take off your pants” "
2020-04-29,Apr 29,Wednesday,11:35 PM,okay,family | friends | gaming | school | dming caitlin,"","Dream with Disney land and Caitlin, Minecraft realm, opened up to Briana, Black beds on Caitlins house"
2020-04-28,Apr 28,Tuesday,9:43 PM,okay,friends | reading | gaming | school | dming caitlin,"","Mostly doing school work alone, Marquette housing video, Jordan documentary, Jacob Minecraft realm, Jacked up after seeing Caitlin with westlake boys... again"
2020-04-27,Apr 27,Monday,8:16 PM,meh,friends | gaming | school | dming caitlin,"","Unproductive mood, no sticky note, Westlake boys"
2020-04-26,Apr 26,Sunday,11:29 PM,good,friends | gaming | dming caitlin,"","day 4,School work done early, went walking, kinda horny but just made it through, quality vcs with Cait skyward"
2020-04-25,Apr 25,Saturday,11:31 PM,okay,friends | gaming | dming caitlin,"","Delivery Dew for Cameron, NBA 2k Dad bet, movie night (spirited away), Caitlin said October is happening again"
2020-04-24,Apr 24,Friday,9:49 PM,okay,friends | gaming | school | dming caitlin | run,"","Day 2, NBA2k multiplayer, Running while really hot, Stats google meet talking to Montijo, dammit feelings "
2020-04-23,Apr 23,Thursday,10:16 PM,okay,friends | gaming | school | dming caitlin,"","Day 1, Not very school productive, NFL draft, wrestling with feelings"
2020-04-22,Apr 22,Wednesday,11:42 PM,okay,friends | gaming | school | dming caitlin,"","I fucked up and lost the streak, got a lot of school work done, interview with Mrs.Stivers, Sky Wars with Caitlin feeling a little something, The Last Dance documentary "
2020-04-21,Apr 21,Tuesday,10:28 PM,okay,family | friends | gaming | school | dming caitlin,"","Interview with senior adoption lady, scholarship essays, Marquette SoCal call(asked most questions) , really tired"
2020-04-20,Apr 20,Monday,10:25 PM,good,family | friends | gaming | school | dming caitlin | run,"","4/20, killed it in Calc, ran, got really Dewed up, talked to Emily from Marquette, friend Caitlin is pretty cool, cards against humanity, left on seen "
2020-04-19,Apr 19,Sunday,12:26 AM,okay,friends | gaming,"","Slept in and tired, Snapchated Marquette guy about Dew, Bed Wars with Briana, Internet restrictions are back, 4/20 tomorrow "
2020-04-18,Apr 18,Saturday,3:26 AM,okay,friends | reading | gaming,"","Really Dewed up, up till 3 am trying to get Yao Ming"
2020-04-17,Apr 17,Friday,11:20 PM,okay,family | friends | reading | gaming | dming caitlin | run,"","Math office hours, went on run, made Facebook post, watched coding video, OW Thomas game"
2020-04-16,Apr 16,Thursday,1:31 AM,good,family | friends | reading | gaming | dming caitlin,"","Bro time w/Jude and Cameron, bed Wars with Dylan,Briana,Kyan, Aunt’s came over to house, crazy night with Dylan memes to Joeys gf and thinking of Facebook comment, 5 convos at the same time "
2020-04-15,Apr 15,Wednesday,1:41 AM,okay,friends | reading | gaming | dming caitlin,"","To do list, cards against humanity, talked to Kyan late "
2020-04-14,Apr 14,Tuesday,12:25 AM,okay,friends | gaming,"","2k Kobe games, Minecraft with the girls, learning pvp tips, bed Wars owning Freddy ;), uhhhh why do I have this crush (B)"
2020-04-13,Apr 13,Monday,10:34 PM,meh,friends | gaming | jackbox  | dming caitlin,"","I didn’t get enough sleep messed with my mood, dmed half Japanese girl, followed Marquette girl, NBA 2k Kobe games, Jackbox resisting urges for Cait"
2020-04-12,Apr 12,Sunday,12:05 AM,okay,family | friends | gaming,"","Easter: egg hunt, deviled eggs, Caitlin had another suicide attempt, getting spammed by Kyan on snap, half Japanese girl bet, bed Wars Briana,Dylan, and Kyan, low key getting crush on Briana "
2020-04-11,Apr 11,Saturday,12:10 AM,rad,family | friends | gaming,"","NBA 2k 3 pink diamonds; Can I get a Anthony Davis in chat, really fun Mc with Jude,Cait,and Kyan, frostbite Dew, Marquette commitment, redownloaded snap "
2020-04-10,Apr 10,Friday,10:58 PM,okay,friends | reading | gaming | school | dming caitlin,"","Went to school for chrome book, wen to village at the park, bedwars, Good Friday service, Stats mood project with Trevor "
2020-04-09,Apr 9,Thursday,9:28 PM,good,family | friends | reading | gaming | school | dming caitlin,"","Productive mood, Mom got me a ton of Dews, talked with Michael and did the Instagram questions thing, it’s time to accept the friendzone, got added to Brianas private, shopping for a laptop"
2020-04-08,Apr 8,Wednesday,11:50 PM,good,family | friends | gaming | school | jackbox  | dming caitlin,"","Applying to Maryville ironically, I love democracy, starting to get very serious about Marquette, closer to Caitlin today, she’s trying to convince me to change my Mc skin, talked with David"
2020-04-07,Apr 7,Tuesday,11:36 PM,okay,friends | gaming | school,"","Bedwars during Mr.Quinn’s google meet, Dewed up, bedwars with Kyan,Caitlin, and Brianna, Time to get over it"
2020-04-06,Apr 6,Monday,12:27 AM,okay,friends | reading | gaming | school,"","Feelings may be going away because I want someone who has feelings back, Rex Orange County, Bedwars Brianna "
2020-04-05,Apr 5,Sunday,10:12 PM,okay,family | friends | reading | gaming,"","Bedwars perfect game, sound board, Dads birthday, feeling sad tonight "
2020-04-04,Apr 4,Saturday,12:24 AM,okay,family | friends | gaming,"","Baja Blast, Overwatch gang, family games Pit, Cait got buzzed, reevaluating plan, Marquette becoming more likely "
2020-04-03,Apr 3,Friday,12:06 AM,okay,friends | reading | gaming | school,"","Gaming time, Kyan might have a crush on someone, television song "
2020-04-02,Apr 2,Thursday,12:02 AM,good,family | friends | reading | gaming | school | jackbox  | dming caitlin,"","Starbucks w/ Mom, bike ride, OW session, Fun Jackbox, felt back to normal with Caitlin "
2020-04-01,Apr 1,Wednesday,11:05 PM,okay,family | friends | reading | gaming | school,"","Lots of Calculus, family Sorry game, Overwatch with the boys"
2020-03-31,Mar 31,Tuesday,11:22 PM,okay,friends | reading | gaming | school | dming caitlin,"","Played a lot of OW most time spent with Cait in a while still not that much, she never vced with Josh, best day since last good day"
2020-03-30,Mar 30,Monday,11:25 PM,okay,friends | reading | gaming | school | dming caitlin,"","Played some games with her and not much happened, still miss her"
2020-03-29,Mar 29,Sunday,12:34 AM,meh,friends | gaming | dming caitlin,"","Good gaming sessions, almost broke down part 2 when I saw Cait and Josh in vc play romantic songs, Kyla helped me find determination, told Edward about them"
2020-03-28,Mar 28,Saturday,10:39 PM,okay,friends | gaming,"","I miss Caitlin :( feel like I’ve been replaced "
